country,year,canonical_name,category,amount_local,currency,unit,item_type,source_kind,source_file,page_number,line_description_en,series_notes,traceability_status
Denmark,1990,Danmarks Tekniske Universitet (DTU),higher_education,525990000.0,DKK,krone,verified_override,original_pdf,1990 19891_L1_som_vedtaget.pdf,118,Verified against original Denmark budget file,gap: no matching rows in this year; manual override from original Denmark budget file,verified_against_original_file
Denmark,1991,Danmarks Tekniske Universitet (DTU),higher_education,574800000.0,DKK,krone,verified_override,original_pdf,1991 19902_L1_som_vedtaget.pdf,0,Verified against original Denmark budget file,gap: no matching rows in this year; manual override from original Denmark budget file,verified_against_original_file
Denmark,1992,Danmarks Tekniske Universitet (DTU),higher_education,571800000.0,DKK,krone,verified_override,original_pdf,1992 19911_L1_som_vedtaget.pdf,0,Verified against original Denmark budget file,Renamed from Danmarks tekniske Højskole (DTH) to DTU in 1994.; manual override from original Denmark budget file,verified_against_original_file
Denmark,1993,Danmarks Tekniske Universitet (DTU),higher_education,590300000.0,DKK,krone,verified_override,original_pdf,1993 19921_L1_som_vedtaget.pdf,0,Verified against original Denmark budget file,gap: no matching rows in this year; manual override from original Denmark budget file,verified_against_original_file
Denmark,1994,Danmarks Tekniske Universitet (DTU),higher_education,378400000.0,DKK,krone,verified_override,original_pdf,1994 19931_L1_som_vedtaget.pdf,0,Verified against original Denmark budget file,Renamed from Danmarks tekniske Højskole (DTH) to DTU in 1994.; manual override from original Denmark budget file,verified_against_original_file
Denmark,1995,Danmarks Tekniske Universitet (DTU),higher_education,404700000.0,DKK,krone,verified_override,original_pdf,1995 19941_L1_som_vedtaget.pdf,0,Verified against original Denmark budget file,Renamed from Danmarks tekniske Højskole (DTH) to DTU in 1994.; manual override from original Denmark budget file,verified_against_original_file
Denmark,2005,Danmarks Tekniske Universitet (DTU),higher_education,1185400000.0,DKK,krone,verified_override,original_pdf,20041_L1_som_vedtaget.pdf,86,Verified against original Denmark budget file,Renamed from Danmarks tekniske Højskole (DTH) to DTU in 1994.; manual override from original Denmark budget file,verified_against_original_file
Denmark,2009,Danmarks Tekniske Universitet (DTU),higher_education,1844100000.0,DKK,krone,verified_override,original_pdf,A20080000330.pdf,89,Verified against original Denmark budget file,Renamed from Danmarks tekniske Højskole (DTH) to DTU in 1994.; manual override from original Denmark budget file,verified_against_original_file
Denmark,2010,Danmarks Tekniske Universitet (DTU),higher_education,1932500000.0,DKK,krone,verified_override,original_pdf,A20090000230.pdf,0,Verified against original Denmark budget file,Renamed from Danmarks tekniske Højskole (DTH) to DTU in 1994.; manual override from original Denmark budget file,verified_against_original_file
Denmark,2013,Danmarks Tekniske Universitet (DTU),higher_education,2101000000.0,DKK,krone,verified_override,original_pdf,A20120000330.pdf,0,Verified against original Denmark budget file,Renamed from Danmarks tekniske Højskole (DTH) to DTU in 1994.; manual override from original Denmark budget file,verified_against_original_file
Denmark,2014,Danmarks Tekniske Universitet (DTU),higher_education,2218500000.0,DKK,krone,verified_override,original_pdf,A20130000230.pdf,0,Verified against original Denmark budget file,Renamed from Danmarks tekniske Højskole (DTH) to DTU in 1994.; manual override from original Denmark budget file,verified_against_original_file
Denmark,2015,Danmarks Tekniske Universitet (DTU),higher_education,2240700000.0,DKK,krone,verified_override,original_pdf,A20140000230.pdf,0,Verified against original Denmark budget file,Renamed from Danmarks tekniske Højskole (DTH) to DTU in 1994.; manual override from original Denmark budget file,verified_against_original_file
Denmark,2017,Danmarks Tekniske Universitet (DTU),higher_education,2397400000.0,DKK,krone,verified_override,original_pdf,A20160000230.pdf,0,Verified against original Denmark budget file,Renamed from Danmarks tekniske Højskole (DTH) to DTU in 1994.; manual override from original Denmark budget file,verified_against_original_file
Denmark,2018,Danmarks Tekniske Universitet (DTU),higher_education,2442400000.0,DKK,krone,verified_override,original_pdf,A20170000230.pdf,104,Verified against original Denmark budget file,manual override from original Denmark budget file,verified_against_original_file
Denmark,2019,Danmarks Tekniske Universitet (DTU),higher_education,2446800000.0,DKK,krone,verified_override,original_pdf,AE2602.pdf,0,Verified against original Denmark budget file,Renamed from Danmarks tekniske Højskole (DTH) to DTU in 1994.; manual override from original Denmark budget file,verified_against_original_file
Denmark,2020,Danmarks Tekniske Universitet (DTU),higher_education,2487700000.0,DKK,krone,verified_override,original_pdf,AE2755 (3).pdf,107,Verified against original Denmark budget file,gap: no matching rows in this year; manual override from original Denmark budget file,verified_against_original_file
Denmark,2021,Danmarks Tekniske Universitet (DTU),higher_education,2533100000.0,DKK,krone,verified_override,original_pdf,AE2845.pdf,110,Verified against original Denmark budget file,Renamed from Danmarks tekniske Højskole (DTH) to DTU in 1994.; manual override from original Denmark budget file,verified_against_original_file
Denmark,2022,Danmarks Tekniske Universitet (DTU),higher_education,2584000000.0,DKK,krone,verified_override,original_pdf,AE2954.pdf,117,Verified against original Denmark budget file,gap: no matching rows in this year; manual override from original Denmark budget file,verified_against_original_file
