country,year,source_file,page_number,item_type,section_code,section_name,section_name_en,line_code,line_description,line_description_en,amount_local,amount_prior,unit,currency,rd_category,decision,confidence,llm_model,extraction_pass,notes
Canada,1988,pdf_80ffd1071265__1988-1.txt,0,section_total,,BIBLIOTHÈQUE NATIONALE,BIBLIOTHÈQUE NATIONALE,,BIBLIOTHÈQUE NATIONALE,BIBLIOTHÈQUE NATIONALE,261926.0,,thousand,CAD,unclear,review,0.5,docx_parser,docx_table,"Parsed from table 0, row 0"
Canada,1988,pdf_80ffd1071265__1988-1.txt,0,section_total,,BUREAU DE LA DIVERSIFICATION DE L'OUEST,BUREAU DE LA DIVERSIFICATION DE L'OUEST,,BUREAU DE LA DIVERSIFICATION DE L'OUEST,BUREAU DE LA DIVERSIFICATION DE L'OUEST,155506.5,,thousand,CAD,unclear,review,0.5,docx_parser,docx_table,"Parsed from table 0, row 0"
Canada,1988,pdf_80ffd1071265__1988-1.txt,0,section_total,,BUREAU OF PENSIONS ADVOCATES PROGRAM,BUREAU OF PENSIONS ADVOCATES PROGRAM,,BUREAU OF PENSIONS ADVOCATES PROGRAM,BUREAU OF PENSIONS ADVOCATES PROGRAM,760566.783,,thousand,CAD,unclear,review,0.5,docx_parser,docx_table,"Parsed from table 0, row 0"
Canada,1988,pdf_80ffd1071265__1988-1.txt,0,section_total,,CANADA COUNCIL,CANADA COUNCIL,,CANADA COUNCIL,CANADA COUNCIL,367472.0,,thousand,CAD,unclear,review,0.5,docx_parser,docx_table,"Parsed from table 0, row 0"
Canada,1988,pdf_80ffd1071265__1988-1.txt,0,section_total,,CANADA POST CORPORATION,CANADA POST CORPORATION,,CANADA POST CORPORATION,CANADA POST CORPORATION,8.0,,thousand,CAD,unclear,review,0.5,docx_parser,docx_table,"Parsed from table 0, row 0"
Canada,1988,pdf_80ffd1071265__1988-1.txt,0,section_total,,CANADIAN BROADCASTING CORPORATION,CANADIAN BROADCASTING CORPORATION,,CANADIAN BROADCASTING CORPORATION,CANADIAN BROADCASTING CORPORATION,907172.0,,thousand,CAD,unclear,review,0.6,docx_parser,docx_table,"Parsed from table 0, row 0"
Canada,1988,pdf_80ffd1071265__1988-1.txt,0,section_total,,CANADIAN DAIRY COMMISSION,CANADIAN DAIRY COMMISSION,,CANADIAN DAIRY COMMISSION,CANADIAN DAIRY COMMISSION,4737.0,,thousand,CAD,unclear,review,0.6,docx_parser,docx_table,"Parsed from table 0, row 0"
Canada,1988,pdf_80ffd1071265__1988-1.txt,0,section_total,,CANADIAN LIVESTOCK FEED BOARD,CANADIAN LIVESTOCK FEED BOARD,,CANADIAN LIVESTOCK FEED BOARD,CANADIAN LIVESTOCK FEED BOARD,19775.0,,thousand,CAD,unclear,review,0.5,docx_parser,docx_table,"Parsed from table 0, row 0"
Canada,1988,pdf_80ffd1071265__1988-1.txt,0,section_total,,CENTRE DE RECHERCHES POUR LE DÉVELOPPEMENT INTERNATIONAL,CENTRE DE RECHERCHES POUR LE DÉVELOPPEMENT INTERNATIONAL,,CENTRE DE RECHERCHES POUR LE DÉVELOPPEMENT INTERNATIONAL,CENTRE DE RECHERCHES POUR LE DÉVELOPPEMENT INTERNATIONAL,3501.0,,thousand,CAD,unclear,review,0.5,docx_parser,docx_table,"Parsed from table 0, row 0"
Canada,1988,pdf_80ffd1071265__1988-1.txt,0,section_total,,CENTRE INTERNATIONAL D'EXPLOITATION DES OCÉANS,CENTRE INTERNATIONAL D'EXPLOITATION DES OCÉANS,,CENTRE INTERNATIONAL D'EXPLOITATION DES OCÉANS,CENTRE INTERNATIONAL D'EXPLOITATION DES OCÉANS,8000.0,,thousand,CAD,unclear,review,0.5,docx_parser,docx_table,"Parsed from table 0, row 0"
